length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_eq,nb_slash,nb_www,ratio_digits_url,ratio_digits_host,phish_hints,suspecious_tld,label
-0.03178799204532023,-1.0633298803765967,0,0.3805682409523675,0.0028678631921493845,-0.1405806899505162,2.366191800395865,-0.19397252433525738,-0.2889234208344492,0.3825270272053967,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,1.975051342938629,0,1
1.0130846428466624,1.6392439356631587,1,-0.34020971995659055,0.0028678631921493845,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,1.4402310298561822,1.096842531687397,1.5993819359181118,-0.2680762212452173,-0.38587021792558746,0,1
-0.12033652042599674,0.19143653421328977,0,-0.34020971995659055,0.0028678631921493845,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,0.3825270272053967,-0.8935381211702254,-0.3824499243093627,-0.2680762212452173,-0.38587021792558746,0,1
-0.38598210556802626,0.09491604078329852,0,-1.0609876808655485,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.14632497411999612,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,1
-0.6339179850339205,-0.48420691979664904,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.6751769754453889,1.096842531687397,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
0.48179347256260346,-0.09812494607668401,0,0.3805682409523675,1.9820181295328216,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,0.3825270272053967,1.096842531687397,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
-0.6162082793577851,-0.19464543950667526,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-1.2040289767707817,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
0.14530906471603278,3.859215284552958,0,3.2636800845881995,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.6751769754453889,-0.8935381211702254,0.06080210955886707,0.4326989799157148,-0.38587021792558746,0,1
-0.20888504880667325,-0.48420691979664904,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.14632497411999612,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
1.4735369904261804,0.3844775210732723,1,0.3805682409523675,0.0028678631921493845,-0.1405806899505162,2.366191800395865,-0.19397252433525738,0.6987086390198325,0.9113790285307896,1.096842531687397,2.9984776520056045,-0.2680762212452173,3.1555121233707375,0,1
-0.13804622610213205,-0.0016044526466927461,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,0.9113790285307896,1.096842531687397,0.04544105544084493,-0.2680762212452173,-0.38587021792558746,0,1
-0.47453063394870276,0.48099801450326357,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.6751769754453889,1.096842531687397,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
-0.06720740339759083,1.349682455373185,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.6751769754453889,-0.8935381211702254,-0.39340029852721564,0.03726155184500292,-0.38587021792558746,0,0
-0.19117534313053794,-0.29116593293666654,0,0.3805682409523675,0.0028678631921493845,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.6751769754453889,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,1.975051342938629,0,1
2.447570802613622,-0.5807274132266403,0,-0.34020971995659055,0.0028678631921493845,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.14632497411999612,-0.8935381211702254,0.9903086126332975,-0.2680762212452173,-0.38587021792558746,0,1
-0.15575593177826733,-0.48420691979664904,0,-0.34020971995659055,0.4976554297773174,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,0.3825270272053967,1.096842531687397,0.27373009981015095,-0.2680762212452173,-0.38587021792558746,0,0
-0.38598210556802626,-0.19464543950667526,0,-0.34020971995659055,0.0028678631921493845,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.14632497411999612,1.096842531687397,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
0.5526322952671447,0.9636004816532199,0,1.8221241627702836,-0.49191970339301866,6.384646867955677,2.366191800395865,-0.19397252433525738,0.6987086390198325,0.3825270272053967,1.096842531687397,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,1
-0.06720740339759083,-0.0016044526466927461,0,-0.34020971995659055,-0.49191970339301866,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.14632497411999612,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
0.0036314193069503713,-0.3876864263666578,0,-1.0609876808655485,0.9924429963624855,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,-0.14632497411999612,-0.8935381211702254,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
0.393244944181927,-0.5807274132266403,0,0.3805682409523675,0.9924429963624855,-0.1405806899505162,-0.38688846717250114,-0.19397252433525738,-0.2889234208344492,0.9113790285307896,1.096842531687397,-0.590507011978405,-0.2680762212452173,-0.38587021792558746,0,0
1.3141496393409628,0.3844775210732723,1,3.2636800845881995,0.0028678631921493845,-0.1405806899505162,2.366191800395865,3.396482460526268,1.686340698874114,0.9113790285307896,1.096842531687397,1.406840980210039,-0.2680762212452173,3.1555121233707375,0,1
1.7037631642159394,-0.0016044526466927461,1,1.1013462018613256,1.9820181295328216,6.384646867955677,-0.38688846717250114,2.199664132239093,0.6987086390198325,-0.6751769754453889,1.096842531687397,3.488471965574444,-0.2680762212452173,0.7945905625065207,0,1
